"""total_migration""","""amount_xl_migration""","""amount_ln_migration""","""lastUpdated""","lastUpdated"
"""7000""","""3500""","""3500""","""2025-10-06T02:00:04.809Z""","2025-10-06T02:05:49.224Z"
